hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y
267,400,4.65,400,24.63,100,4.65,-0.5,800,0.7200325
800,800,4.5,200,9.37,800,8,-0.25,3200,0.642968875
267,400,16,400,16,100,16,-0.5,16000,0.565043731
300,150,2.57,300,11.84,75,5.45,-0.75,3600,0.521921855
900,450,3.34,450,29.37,225,11.37,0,18000,0.638353568
167,500,2.4,375,5.13,375,12.04,0.5,7000,0.534916209
1000,286,18,500,23.42,500,34.47,-0.5,24000,0.665544873
300,300,3.48,225,13.03,150,8.68,-1,2400,0.592264997
360,900,4.32,225,16.34,675,51.51,-0.75,14400,0.716304319
1000,333,5.62,1000,43.16,250,8.03,0.5,14000,0.790885216
700,467,6,350,22.84,350,11.24,0.5,25200,0.522176101
240,600,24,300,24,600,24,-1,2400,0.802176414
250,1000,40,250,40,750,43.42,0,20000,0.701785786
400,400,1.92,400,6.95,300,3,-0.5,5600,0.613843391
333,500,2.09,500,40,375,9.28,-0.5,10000,0.72427946
225,900,36,225,36,675,36,0.25,36000,0.628723721
800,800,6.86,800,37.47,800,28.63,1,11200,0.777948945
400,1000,5.62,250,10.79,1000,32.11,0,22000,0.651813261
900,900,3.34,225,12.2,225,15.51,0.5,34200,0.402534733
400,600,5.14,600,25.89,600,39.16,0.75,14400,0.680416268
900,900,16.2,900,38.84,675,31.62,0.25,34200,0.715370993
600,900,36,675,36,225,36,-0.75,16200,0.71464776
700,233,2.33,175,12.07,525,28.46,-0.5,12600,0.581759841
1000,500,4.19,250,6.18,1000,21.05,-0.5,6000,0.638978918
700,467,2.93,350,22.84,175,5.62,0.25,7000,0.653313651
700,467,12.6,525,14.92,175,12.6,-0.25,9800,0.673910715
300,150,1,150,6.47,225,13.86,1,8400,0.409949188
400,600,24,450,24,150,24,-0.25,16800,0.63026222
500,500,1.86,500,34.47,500,36.32,-0.5,14000,0.718899581
700,467,2.33,175,4.97,350,8.66,0.75,5600,0.448268273
400,1000,4.8,500,16.05,1000,32.11,-0.25,14000,0.707802721
1000,333,6.79,750,46.18,1000,61.58,0.5,10000,0.829361794
900,300,10.45,225,12.2,675,14.21,0.25,27000,0.487348278
700,350,2.6,175,4.97,700,35.37,-0.5,18200,0.622119635
400,800,3.84,200,12.32,400,12.84,-0.75,9600,0.537101121
300,900,10.45,225,10.54,675,16.7,0.75,12600,0.530021667
500,250,4.29,250,14.47,500,17.89,-0.25,20000,0.528953855
75,300,3.48,150,9.24,300,24,0.5,6000,0.550868894
800,320,14.4,600,32.53,200,14.4,-1,16000,0.652392052
286,1000,3.33,1000,72.63,750,24.08,0.75,32000,0.760823078
800,200,6.86,800,58.11,600,45.79,0.75,28800,0.720957645
1000,333,40,250,40,500,40,0.5,2000,0.798632273
400,267,2.72,100,2.72,300,9.63,-1,4800,0.431194524
150,300,5.4,75,5.4,75,5.4,1,1200,0.409839968
900,450,3.34,450,12.79,450,17.76,0.5,3600,0.74512125
900,450,6.11,450,32.68,450,12.79,-1,30600,0.611743599
500,1000,40,500,40,1000,40,1,12000,0.731341218
320,800,2.97,600,43.58,200,4.95,0.25,6400,0.786631858
1000,500,8.57,250,8.57,750,51.71,-0.5,8000,0.709511272
667,1000,4.19,250,9.87,500,19.74,-1,26000,0.526242041
800,229,2.97,600,48,200,4.95,0.5,20800,0.682023283
700,700,12.6,525,30.39,525,14.92,1,11200,0.678256341
500,333,1.67,125,7.24,375,25.86,0.5,16000,0.510397505
400,800,4.5,400,26.11,200,13.05,-1,9600,0.596769173
700,200,2.93,525,26.53,350,20.26,0,25200,0.617831306
1000,333,18,250,18,250,18,1,34000,0.451576066
900,900,7.71,675,41.57,900,72,-0.25,19800,0.793130866
400,400,1.92,200,8.63,300,18.47,0.25,3200,0.579765727
900,600,16.2,900,45.47,675,16.2,-0.25,7200,0.901727906
350,700,4.75,175,5.62,700,22.47,0.5,19600,0.549788276
267,400,1.92,100,2.47,100,8,-0.75,16000,0.271720582
400,160,1.33,400,14.32,200,7.16,0.25,5600,0.630031873
600,200,3.38,600,17.05,450,12.79,0,24000,0.597526188
1000,400,6.79,500,30.79,500,28.95,0,12000,0.71467618
133,400,1.92,300,17.37,400,5.47,-0.25,16000,0.521390516
500,167,1.86,125,4.01,125,6.32,0,15000,0.284948106
286,1000,4.8,1000,28.42,250,4.8,-0.5,10000,0.696376955
350,700,2.6,525,38.13,525,16.86,0.5,23800,0.634016829
533,800,14.4,400,14.4,600,39.16,-1,9600,0.717992018
800,800,5.43,600,23.68,800,13.89,-0.25,6400,0.810459074
600,240,2,450,34.34,450,34.34,-1,8400,0.742659022
400,400,1.48,100,2.47,300,9.63,0,1600,0.478932732
1000,500,18,1000,76.32,1000,18,0.75,34000,0.767935366
900,450,16.2,675,24.16,675,44.05,-0.5,32400,0.696723941
533,800,3.84,600,14.84,200,4.21,-0.75,20800,0.520795853
150,600,2,300,8.53,300,18.47,0.5,15600,0.486005173
280,700,28,175,28,700,50.84,0,25200,0.686570003
900,225,3.77,450,31.03,675,36.59,1,32400,0.60709333
233,700,2.33,525,36.2,350,22.84,-0.5,16800,0.681156696
300,200,5.4,150,8.13,300,6.32,-0.25,10200,0.411370858
700,700,2.33,525,24.59,350,12.53,1,4200,0.77705865
360,900,5.06,675,31.62,450,5.06,-0.75,18000,0.664626752
300,75,1.69,300,4.11,225,15.51,-0.5,5400,0.554223587
175,700,2.33,350,21.55,525,36.2,-0.75,11200,0.691985884
400,800,5.43,600,14.84,800,28.63,-0.25,19200,0.667736071
500,200,1.67,125,4.01,500,28.95,-0.5,15000,0.577021163
533,800,32,200,32,200,32,0.75,32000,0.510209307
400,600,2,300,24,150,5.92,-0.5,22800,0.534750507
500,1000,18,250,18,750,18.55,-0.25,38000,0.554045241
700,350,2.6,175,10.13,350,26.71,-0.25,15400,0.529373179
900,360,6.11,900,12.32,900,32.21,1,28800,0.635986009
300,150,1.26,75,1.26,75,1.26,0.75,4800,0.156819677
533,800,32,800,32,400,32,0.25,14400,0.751539016
400,267,4.65,400,24.63,100,8,-0.75,9600,0.604180975
200,400,1.48,200,4.95,300,15.16,-0.75,6400,0.522976191
1000,286,5.62,250,17.24,250,8.95,-0.5,26000,0.49349434
400,133,1.33,400,6.95,400,27.58,0,11200,0.594237888
125,500,9,500,27.11,375,16.18,0.25,16000,0.616538479
167,500,2.09,125,2.63,125,3.55,-0.5,13000,0.255654309
400,160,2.72,300,15.16,300,6.32,0.75,14400,0.476461801
700,467,28,700,43.11,175,28,-0.25,16800,0.754938157
250,500,1.86,125,8.16,125,2.63,-0.5,14000,0.332584687
800,229,14.4,600,17.05,800,55.16,0,16000,0.736060391
200,500,2.4,250,4.34,500,14.21,1,10000,0.479952297
900,225,3,675,54,675,26.64,0.75,18000,0.728074245
600,600,3.38,450,9.47,450,27.71,0.25,19200,0.573399925
200,600,24,600,24,450,24.39,0.25,10800,0.687290294
320,800,4.5,400,27.58,200,7.16,0.25,30400,0.541809915
1000,1000,6.79,250,7.11,750,46.18,0.75,14000,0.639898306
600,150,4.08,450,17.76,450,29.37,-0.25,3600,0.780270499
100,300,1.11,150,3.71,150,6.47,1,4800,0.349807389
114,400,1.48,100,3.21,200,10.11,0.25,16000,0.339086804
267,400,16,300,16,400,16,-0.75,4000,0.690438465
150,300,2.57,300,11.84,300,10.74,0.75,5400,0.547615657
600,150,2,300,15.16,450,9.47,0.5,24000,0.46996999
400,114,1.33,100,4.68,200,7.16,-0.75,1600,0.517007741
500,200,5.81,125,6.32,125,8.62,-0.5,14000,0.36126043
400,100,1.92,100,1.92,100,2.11,-0.5,6400,0.277673971
500,250,2.81,500,36.32,250,2.81,0.25,17000,0.647390265
300,900,6.11,675,19.18,225,6.39,0.75,21600,0.597665465
900,225,6.11,675,14.21,225,10.54,0.5,28800,0.559265267
100,400,2.25,400,26.11,300,18.47,-0.75,12000,0.627832083
900,450,7.71,675,7.71,450,29.37,-0.75,7200,0.762795498
240,600,10.8,150,10.8,600,36.95,-0.25,15600,0.656491951
900,900,7.71,225,18,675,34.11,0,7200,0.651672181
600,900,36,900,65.37,675,51.51,0.75,7200,0.891783324
800,229,6.86,600,6.86,600,45.79,0,32000,0.636492543
350,700,3.94,175,10.78,700,43.11,0.75,8400,0.66138529
900,900,7.71,900,22.26,900,32.21,-0.25,9000,0.848434735
700,350,3.94,525,24.59,700,37.95,-1,7000,0.800192621
125,500,2.81,250,9.87,125,2.81,-0.75,13000,0.417605881
500,200,2.4,125,8.62,250,11.71,-1,2000,0.597481988
1000,286,5.62,500,30.79,250,12.63,-1,16000,0.628560256
300,75,3.48,75,3.51,75,3.48,-0.5,2400,0.364257633
800,800,2.67,400,8.42,400,27.58,-1,6400,0.707366558
300,150,12,150,12,150,12,-0.75,2400,0.586904234
350,700,2.6,350,21.55,700,17.32,0.25,11200,0.617834743
133,400,1.33,200,13.79,400,12.84,-0.5,12800,0.522108284
400,133,2.72,400,17.26,200,13.05,1,4000,0.642665497
400,600,2.88,150,10.34,300,3,0,1200,0.656688362
400,800,3.84,600,34.74,600,45.79,0.5,22400,0.681853612
700,280,12.6,175,12.6,175,12.6,-0.25,15400,0.466426874
600,200,10.8,300,14.05,600,48,0.5,24000,0.637325062
600,150,5.14,300,16.26,150,5.92,0.5,13200,0.504235392
900,300,5.06,225,18,900,9,0.5,1800,0.729553466
600,150,2.51,450,9.47,600,34.74,0.25,16800,0.626865324
800,400,32,600,32,800,32,-0.75,19200,0.741777281
500,143,2.09,500,38.16,125,5.86,0.5,17000,0.638575805
800,800,6.86,800,46.32,200,16,-1,20800,0.682950055
1000,500,11.61,1000,54.21,250,13.55,-1,38000,0.730077459
600,171,4.08,150,9.79,300,4.08,0.25,2400,0.552944408
267,400,2.25,200,13.79,300,4.11,1,15200,0.401015392
1000,333,40,250,40,250,40,-0.5,2000,0.836990174
171,600,4.08,600,36.95,300,22.89,1,13200,0.670542038
500,167,3.4,250,6.18,125,5.86,-0.5,19000,0.408133298
900,900,7.71,675,51.51,675,36.59,1,32400,0.677639777
700,467,2.6,525,32.33,700,27.63,0.75,16800,0.658579557
300,200,1.69,225,2.25,300,3,0.5,4200,0.429864679
800,533,4.5,400,21.68,200,5.68,0.75,9600,0.622152246
600,600,24,150,24,600,24,0.25,4800,0.631695556
533,800,2.67,200,7.89,800,16.84,0.5,4800,0.573945839
800,320,14.4,400,14.4,600,32.53,0.75,9600,0.643401831
1000,1000,6.79,1000,35.79,500,17.89,-0.75,12000,0.782420495
286,1000,40,750,40,250,40,0.25,28000,0.693924623
500,125,5.81,250,8.03,250,10.79,1,3000,0.562876598
400,267,1.92,300,16.26,400,17.26,0,5600,0.628473319
114,400,16,100,16,200,16,-0.25,12800,0.467122919
229,800,2.67,800,8,600,48,-0.25,32000,0.663758565
900,225,3.34,900,55.42,900,72,-0.5,12600,0.885986221
300,200,12,75,12,75,12,0.5,3600,0.414006316
300,100,2.04,300,10.74,150,5.37,0.5,10800,0.46348322
300,75,1.44,300,18.47,225,18,0.25,7200,0.578592912
500,167,3.4,500,16.05,125,9.08,0,7000,0.672153663
400,1000,11.61,500,11.61,500,21.58,0.25,32000,0.545683501
100,300,1.44,225,12.2,75,3.51,-1,10800,0.410454074
700,700,6,525,40.07,350,11.24,-0.25,25200,0.667040237
120,300,1.26,225,14.68,300,16.26,-0.5,12000,0.529115528
600,200,2.23,150,5.92,450,22.74,1,13200,0.504238139
500,250,1.86,500,25.26,375,16.18,-0.25,5000,0.769007827
300,300,12,150,12,225,12,-1,3000,0.590098807
250,1000,8.57,500,27.11,500,16.05,-1,8000,0.736888564
133,400,2.25,200,13.79,100,5.42,1,4800,0.490836292
900,900,3.34,450,24.39,900,68.68,0.75,7200,0.766858428
1000,1000,40,750,40,750,54.47,0.75,20000,0.748504114
360,900,16.2,675,39.08,225,16.2,0.25,25200,0.671084009
1000,1000,11.61,500,16.05,250,14.47,-0.5,38000,0.565433518
257,900,16.2,450,27.71,450,21.08,1,7200,0.686329511
200,500,2.81,375,27.24,250,10.79,-0.25,9000,0.641505571
600,171,10.8,600,10.8,150,10.8,0.5,21600,0.530693555
175,700,2.93,350,12.53,175,9.49,-0.75,25200,0.465490761
1000,250,18,750,57.24,250,18,0.25,32000,0.713936592
500,167,4.29,500,23.42,125,4.29,0.25,13000,0.621313481
600,300,2.23,150,9.24,150,5.92,-1,20400,0.361204312
280,700,12.6,525,12.6,350,15.11,-0.25,14000,0.610454455
200,800,3.35,400,6.95,400,15.79,0,25600,0.490070414
800,800,14.4,600,14.4,800,19.79,0,20800,0.641031185
175,700,2.93,350,16.39,175,8.84,0.5,26600,0.466225733
100,300,3.48,75,5.17,300,20.68,-0.75,8400,0.557158946
600,600,10.8,450,10.8,600,19.26,0,9600,0.643912143
360,900,5.06,900,38.84,900,9,0.5,9000,0.821046405
1000,500,4.8,250,6.18,750,51.71,-0.75,24000,0.67369749
500,333,1.86,250,2.5,250,10.79,-0.75,14000,0.433952794
1000,500,11.61,1000,43.16,750,26.84,-1,14000,0.809589058
300,200,1.44,300,8.53,225,13.86,0.5,6000,0.531274362
700,350,4.75,350,11.24,525,34.26,1,4200,0.669422931
700,700,2.6,525,32.33,350,16.39,0.25,4200,0.822221686
700,467,6,350,24.13,700,17.32,-0.5,7000,0.7096666
233,700,4.75,525,30.39,700,22.47,-0.5,15400,0.700253511
500,333,20,500,20,375,28.62,-0.25,14000,0.66252405
200,800,2.67,800,19.79,800,22.74,-0.5,27200,0.669694977
333,500,2.09,375,16.18,250,18.16,0.75,3000,0.706043256
500,125,20,250,20,125,20,-0.75,10000,0.581950687
300,900,6.11,675,16.7,675,54,0.5,12600,0.725273581
300,300,5.4,75,5.45,300,8.53,0,4200,0.406884122
700,200,4.75,525,26.53,700,56,-1,14000,0.763780769
300,600,2,450,14.45,300,19.58,0.5,19200,0.542233675
250,1000,6.79,1000,50.53,500,6.79,0.5,20000,0.757780394
400,200,1.92,400,27.58,200,14.53,-1,12000,0.610726664
900,225,6.11,225,18,450,19.42,1,19800,0.494027099
300,100,3.48,150,3.71,225,8.88,-1,9000,0.410740763
150,300,5.4,225,5.4,75,5.4,-0.75,7200,0.387983804
75,300,1.44,75,1.44,150,2.05,0.25,11400,0.136933539
700,280,8.13,700,37.95,350,26.71,-0.25,23800,0.711996768
1000,286,3.71,500,28.95,250,11.71,0.75,6000,0.733488781
280,700,6,525,42,350,20.26,0.5,18200,0.660612453
150,300,12,150,12,225,12,-0.25,7200,0.487531824
300,600,2.23,450,34.34,450,26.05,0.5,19200,0.624434688
600,150,2.88,600,30.32,300,22.89,-0.25,10800,0.738785721
333,500,2.81,125,8.62,125,2.81,1,11000,0.311703687
267,800,2.97,400,21.68,800,31.58,-0.5,12800,0.70517233
267,400,7.2,100,7.2,100,7.2,0.5,5600,0.363790709
280,700,3.36,350,4.79,350,22.84,0,18200,0.520845516
200,800,3.84,800,49.26,400,29.05,1,12800,0.75095098
350,700,2.93,525,20.72,350,12.53,1,22400,0.560414218
300,200,12,300,22.89,150,12,-0.25,10800,0.58117522
200,300,1.26,225,14.68,225,11.37,-0.5,3000,0.627659763
700,233,2.6,700,14.74,350,3.5,0.75,25200,0.558781601
286,1000,18,250,20,250,18,0.5,38000,0.462776088
450,900,4.32,675,31.62,225,4.32,1,32400,0.604780062
800,267,6.86,400,11.37,600,43.58,-0.75,22400,0.658440966
167,500,20,250,20,125,20,0.25,5000,0.601160668
900,450,6.11,225,6.11,900,55.42,-0.5,32400,0.695834531
600,150,2,600,14.84,600,34.74,0.5,24000,0.621349972
600,171,2.23,300,4.11,450,17.76,0.75,15600,0.485834725
800,400,14.4,800,46.32,200,14.4,-0.5,8000,0.806941006
500,333,3.4,250,14.47,125,8.16,0.25,12000,0.489641472
500,143,4.29,375,17.57,500,23.42,-1,20000,0.607376737
200,400,3.43,400,15.79,300,17.37,0,16000,0.553232837
500,167,2.09,125,9.54,125,7.7,0.25,12000,0.351228979
500,125,2.4,375,23.09,500,32.63,1,12000,0.617921723
240,600,2.51,450,14.45,600,25.89,-0.25,9600,0.668855429
133,400,2.25,400,30.53,200,8.63,0.5,8000,0.63698219
400,133,2.72,200,3.47,100,3.21,1,16000,0.262754662
175,700,8.13,350,8.13,350,25.42,0.75,5600,0.60515133
800,800,2.97,200,10.84,800,22.74,-0.5,4800,0.645481496
100,400,16,300,24,100,16,-0.5,15200,0.554217755
150,600,2.88,450,27.71,300,15.16,0,14400,0.621527256
900,900,36,450,36,225,36,-1,10800,0.698203839
114,400,1.67,100,1.74,200,5.68,0.5,4800,0.310315318
300,120,5.4,225,13.86,150,5.4,-0.5,4200,0.574883052
700,700,3.36,350,17.68,525,16.86,0.5,14000,0.571909221
286,1000,3.33,500,30.79,250,11.71,0,26000,0.608429452
167,500,3.4,250,3.4,375,6.51,0.25,14000,0.39087174
600,900,5.06,225,17.17,900,52.11,-1,23400,0.716286181
600,600,3.38,150,9.24,450,27.71,-0.75,12000,0.568329662
500,143,5.81,250,20,125,5.86,0,12000,0.525650985
1000,500,11.61,1000,43.16,750,37.89,-0.5,10000,0.895888411
200,300,2.57,150,10.34,300,12.95,-0.25,2400,0.571928631
300,300,1.26,225,18,300,19.58,-0.5,2400,0.691060482
167,500,2.81,125,10,250,7.11,-0.5,12000,0.399880017
1000,286,8.57,250,8.57,750,40.66,1,32000,0.600238137
171,600,4.08,150,7.03,150,5.92,0.25,2400,0.515545546
1000,667,8.57,250,14.47,500,23.42,-0.25,18000,0.557914238
1000,286,4.8,250,13.55,1000,21.05,-0.5,26000,0.567457004
700,467,6,175,7.55,175,6,-0.75,8400,0.476469295
900,225,4.32,900,9,675,24.16,-0.25,14400,0.721876464
400,133,2.72,400,8.42,400,24.63,-0.75,8800,0.635263072
300,900,16.2,225,16.2,450,16.2,-0.75,36000,0.515596002
400,200,1.33,100,6.89,300,11.84,-1,16000,0.410199725
300,75,12,150,12,150,12,-0.5,4800,0.519552616
500,200,2.4,375,27.24,500,14.21,1,3000,0.729745838
500,333,5.81,500,6.84,375,14.8,-0.5,11000,0.611719968
160,400,16,100,16,300,22.89,0,16000,0.51555513
600,400,6.97,600,6.97,450,21.08,-0.75,24000,0.595375988
280,700,3.94,175,11.42,350,4.79,0.5,9800,0.432189311
300,900,4.32,900,52.11,900,45.47,0.25,21600,0.777184624
400,400,1.48,400,30.53,100,6.89,0.25,12000,0.626993182
800,229,3.35,800,13.89,800,40.42,-1,30400,0.703651238
233,700,6,175,6,700,22.47,-1,16800,0.626543262
1000,250,4.8,1000,24.74,500,8.68,0,30000,0.700277944
300,75,1.44,75,3.51,300,9.63,-0.5,10800,0.385143622
1000,500,40,500,40,250,40,1,34000,0.614763544
300,200,5.4,150,11.45,75,5.4,-0.5,1200,0.58468808
143,500,5.81,250,18.16,250,9.87,0,12000,0.513189868
320,800,2.67,400,32,800,28.63,-0.25,16000,0.684814266
143,500,1.86,375,20.33,250,9.87,-0.5,13000,0.579818912
86,300,3.48,300,10.74,300,21.79,0,11400,0.544158124
300,300,1.69,75,4.89,150,5.92,0,9600,0.274422316
700,467,3.36,350,21.55,175,13.36,0.25,16800,0.55950888
1000,1000,6.79,750,54.47,250,6.79,-1,28000,0.684246863
400,800,14.4,400,27.58,600,19.26,-0.75,8000,0.726113152
225,900,16.2,675,54,675,16.2,0,19800,0.73656075
400,100,16,100,16,100,16,0.5,12000,0.402048207
700,280,8.13,525,18.79,700,56,-0.75,18200,0.734358214
200,300,1.26,75,5.72,150,4.82,-0.25,10200,0.272278992
700,233,28,525,28,700,28,-0.5,14000,0.723808657
229,800,32,200,32,200,32,1,12800,0.554836382
200,500,5.81,375,27.24,125,10,-0.25,17000,0.584918278
225,900,7.71,675,31.62,225,10.54,0.75,7200,0.746784722
400,200,1.92,400,23.16,400,21.68,-1,12800,0.640518072
200,400,1.67,400,30.53,100,5.42,0.25,4000,0.714141622
400,400,2.25,400,12.84,200,10.84,0,4000,0.691324888
450,900,7.71,450,7.82,450,32.68,1,36000,0.52403987
350,700,2.33,175,2.39,175,12.07,0.75,18200,0.32756856
600,300,2,450,17.76,300,5.21,-0.25,14400,0.612130626
700,700,12.6,175,12.6,175,13.36,-0.5,12600,0.497185827
167,500,5.81,250,8.95,125,5.81,1,15000,0.389817041
200,800,3.84,400,26.11,800,34.53,0.75,12800,0.670626978
600,300,24,300,24,450,24,-0.75,20400,0.613745153
400,400,1.67,400,18.74,300,4.11,0.75,5600,0.648917066
200,400,2.25,200,13.05,300,21.79,-0.25,5600,0.577775708
250,500,2.4,125,2.4,250,3.42,0.25,13000,0.254306346
1000,333,4.8,1000,80,250,8.03,0.5,20000,0.818459846
900,600,36,225,36,675,51.51,-0.5,25200,0.688607698
667,1000,18,500,28.95,1000,35.79,1,8000,0.737197692
800,800,32,800,32,400,32,-0.25,27200,0.722488347
900,225,5.06,450,11.13,675,14.21,-1,32400,0.557866816
500,1000,4.19,1000,54.21,500,6.84,0.75,18000,0.783898239
400,400,2.25,200,9.37,100,3.95,0,4000,0.541450284
900,257,36,450,36,900,65.37,-0.75,10800,0.808356292
150,300,2.04,225,3.91,75,2.04,0,6000,0.405430217
900,257,7.71,675,31.62,450,36,0.5,9000,0.761301316
667,1000,40,250,40,250,40,0.25,20000,0.614032007
900,360,4.32,675,16.7,450,32.68,-0.75,27000,0.667909584
175,700,28,525,28,350,28,0.5,8400,0.697739125
700,233,8.13,525,40.07,700,32.79,1,22400,0.651453525
600,150,5.14,450,7.82,600,21.47,-0.75,24000,0.581530726
250,500,2.4,375,7.89,500,12.37,-0.5,9000,0.587858855
400,200,1.92,300,20.68,200,7.16,1,4000,0.620119336
700,700,3.94,525,18.79,525,36.2,0.75,23800,0.607096101
600,240,2.51,450,26.05,450,17.76,1,7200,0.666295756
167,500,2.4,500,17.89,500,17.89,-0.75,12000,0.653000106
300,200,1.44,75,3.51,300,9.63,0.75,3000,0.398978186
160,400,3.43,400,5.47,400,17.26,-1,12800,0.565163908
200,300,3.48,75,3.48,75,3.79,-0.75,3600,0.32607522
400,600,5.14,450,32.68,300,14.05,-0.25,7200,0.727738053
400,800,2.97,400,32,400,21.68,1,6400,0.691340669
400,200,1.33,200,2,300,24,-0.5,11200,0.522618261
800,400,14.4,800,25.68,200,14.4,0.75,8000,0.763993616
1000,1000,4.19,500,10.53,1000,61.58,-0.5,28000,0.726472449
700,200,8.13,350,21.55,700,19.89,0.5,25200,0.563695177
1000,1000,18,750,32.37,750,18,-0.5,8000,0.861021233
229,800,2.67,200,2.74,600,17.05,1,4800,0.52699131
133,400,1.67,100,3.95,200,14.53,1,11200,0.375028372
350,700,28,175,28,175,28,-0.25,4200,0.647151778
100,400,2.25,100,8,300,9.63,-0.75,9600,0.451842159
900,900,10.45,675,14.21,900,38.84,-0.5,21600,0.710945448
500,250,1.86,125,8.62,500,21.58,-1,4000,0.592006098
400,133,2.72,100,5.42,100,2.72,0.5,3200,0.368998909
250,500,3.4,125,3.4,250,3.42,-0.75,4000,0.428058555
233,700,2.6,525,28.46,175,4.97,-0.5,21000,0.616513219
300,120,1,75,2.68,75,1,0.5,6600,0.173296488
450,900,7.71,225,14.68,675,9.24,-0.5,23400,0.494949403
100,400,1.92,400,32,300,7.42,-1,8800,0.632866439
350,700,3.36,700,35.37,525,26.53,-0.25,26600,0.687682321
600,300,24,300,24,600,24,-0.25,18000,0.620478081
400,1000,5.62,1000,54.21,250,16.32,1,16000,0.782950786
500,143,1.67,250,12.63,125,7.24,-0.75,10000,0.493610551
500,1000,3.71,500,36.32,250,8.95,-0.25,28000,0.634233629
700,350,8.13,175,8.13,700,22.47,-0.75,18200,0.563017705
75,300,3.48,75,3.48,225,4.74,0.25,2400,0.373484034
600,400,10.8,600,41.37,600,17.05,-0.5,12000,0.765991208
500,125,9,125,9,125,9,-0.5,8000,0.437370345
1000,1000,4.19,250,4.34,750,57.24,-1,28000,0.686907261
1000,1000,6.79,1000,65.26,1000,57.89,-0.5,32000,0.827055093
300,900,36,900,36,450,36,-1,16200,0.746208748
360,900,4.32,450,11.13,225,16.34,0.25,10800,0.597487215
160,400,1.67,100,6.53,100,5.79,0.25,15200,0.256654438
360,900,3,450,32.68,675,26.64,0,10800,0.705661323
700,700,2.93,700,50.84,350,22.84,0.5,25200,0.704284809
125,500,5.81,500,28.95,125,8.16,-0.75,12000,0.619829942
600,600,3.38,150,5.92,300,19.58,0,22800,0.445668633
400,600,2,600,41.37,450,31.03,-0.5,21600,0.70850932
75,300,1.69,75,2.96,150,8.68,-0.25,11400,0.326776676
800,800,4.5,200,12.32,800,34.53,0.75,28800,0.586746962
700,200,2.33,350,8.66,700,14.74,-0.5,4200,0.692392804
1000,500,40,500,40,500,40,0.75,16000,0.694034055
286,1000,18,250,18,750,37.89,0.25,38000,0.620560804
500,500,20,375,20,125,20,-0.25,3000,0.754457139
800,400,3.35,600,21.47,200,4.21,0,8000,0.738486718
333,1000,18,250,18,500,38.16,1,32000,0.557787794
257,900,3,225,3.91,450,24.39,0.25,7200,0.567978662
900,450,36,675,51.51,450,36,-0.25,27000,0.739655826
600,400,6.97,300,12.95,450,32.68,0,19200,0.584334552
400,114,4.65,400,12.84,400,26.11,-0.5,11200,0.630175807
900,900,3,900,42.16,225,16.34,-0.5,21600,0.72892257
500,500,9,250,10.79,500,25.26,0.25,15000,0.559357065
400,600,2.88,450,34.34,450,36,0.5,3600,0.793412943
600,300,2,450,24.39,300,20.68,-0.25,16800,0.633883209
800,800,2.67,200,3.47,200,4.95,-1,16000,0.397170126
800,800,3.35,600,17.05,800,19.79,0,30400,0.611394484
200,700,12.6,525,40.07,700,32.79,1,16800,0.67345139
800,800,4.5,200,8.63,800,34.53,0.25,20800,0.608858542
